88,158,0.543,0.6064937439,0.6664383117,0.0599445677,0.3935062561,0.3335616883,0.7870125122,75,100,
6,10,0.58,0.4177749433,0.6665371598,0.2487622165,0.5822250567,0.3334628402,1,3,9,
36,127,0.27,0.6010799139,0.6750257244,0.0739458104,0.3989200861,0.3249742756,0.7978401721,26,47,
69,167,0.388,0.7230386277,0.773213938,0.0501753104,0.2769613723,0.226786062,0.5539227446,56,82,
69,80,0.755,0.9862638298,0.9938396838,0.007575854,0.0137361702,0.0061603162,0.0274723405,61,74,
23,31,0.66,0.7776243,0.8772447894,0.0996204893,0.2223757,0.1227552106,0.4447513999,17,27,
95,169,0.493,0.9574280256,0.969666563,0.0122385374,0.0425719744,0.030333437,0.0851439487,82,108,
75,164,0.37,0.9865347647,0.9911157805,0.0045810158,0.0134652353,0.0088842195,0.0269304706,62,88,
88,159,0.488,0.942052348,0.9582884274,0.0162360794,0.057947652,0.0417115726,0.115895304,75,101,
94,133,0.638,0.9422564852,0.9608433948,0.0185869096,0.0577435148,0.0391566052,0.1154870295,83,104,
68,161,0.563,0.0001264066,0.0002315836,0.000105177,0.9998735934,0.9997684164,0.0004631672,56,81,
76,135,0.708,0.0001219175,0.0002400843,0.0001181668,0.9998780825,0.9997599157,0.0004801686,64,87,
32,103,0.474,0.0002613665,0.0005503161,0.0002889496,0.9997386335,0.9994496839,0.0011006322,23,42,
92,134,0.444,0.9999999874,0.9999999955,8.1175709E-9,1.2568352E-8,4.4507806E-9,2.5136703E-8,81,102,
24,46,0.551,0.2911380447,0.3993201191,0.1081820744,0.7088619553,0.6006798809,0.7986402381,17,31,
6,100,0,1,1,0,0,0,0,2,13,
87,146,0.536,0.9147427686,0.9379749606,0.023232192,0.0852572314,0.0620250394,0.1705144628,75,99,
94,153,0.47,0.9997678119,0.9998758261,0.0001080142,0.0002321881,0.0001241739,0.0004643763,81,106,
22,54,0.1,0.9999999968,0.9999999995,2.680032E-9,3.1628341E-9,4.828021E-10,6.3256682E-9,15,30,
96,143,0.724,0.0684767537,0.095675225,0.0271984713,0.9315232463,0.904324775,0.1913504499,84,107,
96,179,0.684,0.0000132741,0.0000257088,0.0000124348,0.9999867259,0.9999742912,0.0000514176,82,109,
89,132,0.667,0.5294573182,0.6022352468,0.0727779287,0.4705426818,0.3977647532,0.9410853637,78,99,
81,113,0.543,0.9998852414,0.99994852,0.0000632786,0.0001147586,0.00005148,0.0002295172,71,90,
94,158,0.71,0.000735187,0.0012846053,0.0005494182,0.999264813,0.9987153947,0.0025692106,81,106,
68,114,0.625,0.232975366,0.2954485785,0.0624732124,0.767024634,0.7045514215,0.5908971569,57,78,
67,83,0.698,0.9826639035,0.991213793,0.0085498895,0.0173360965,0.008786207,0.0346721931,59,74,
71,90,0.693,0.9714506334,0.9841817523,0.012731119,0.0285493666,0.0158182477,0.0570987332,62,78,
44,115,0.434,0.113454629,0.1543234174,0.0408687884,0.886545371,0.8456765826,0.3086468348,34,55,
61,156,0.411,0.2792610769,0.3366836213,0.0574225444,0.7207389231,0.6633163787,0.6733672426,49,74,
73,101,0.597,0.9941779602,0.9968977349,0.0027197747,0.0058220398,0.0031022651,0.0116440797,63,82,
100,106,0.905,0.8863835787,0.9443470424,0.0579634637,0.1136164213,0.0556529576,0.2272328427,93,104,
76,114,0.644,0.65523523,0.7247251797,0.0694899497,0.34476477,0.2752748203,0.68952954,65,86,
8,51,0.063,0.986126737,0.9957540403,0.0096273034,0.013873263,0.0042459597,0.0277465261,4,15,
49,139,0.425,0.0338367975,0.049257526,0.0154207284,0.9661632025,0.950742474,0.098515052,38,61,
32,38,0.715,0.9457651356,0.97796683,0.0322016944,0.0542348644,0.02203317,0.1084697289,26,36,
60,75,0.708,0.9516430373,0.9735547082,0.0219116709,0.0483569627,0.0264452918,0.0967139254,52,66,
94,180,0.472,0.8987687819,0.9227217575,0.0239529757,0.1012312181,0.0772782425,0.2024624363,80,107,
61,135,0.276,0.9999905253,0.9999957841,5.2587358E-6,9.4746526E-6,4.2159169E-6,0.0000189493,49,73,
85,96,0.883,0.4500291739,0.5765366868,0.1265075128,0.5499708261,0.4234633132,1,77,90,
14,54,0.337,0.0855464902,0.1429084988,0.0573620085,0.9144535098,0.8570915012,0.2858169976,8,21,
67,160,0.369,0.8886075035,0.9162613936,0.0276538901,0.1113924965,0.0837386064,0.222784993,55,80,
55,86,0.57,0.8842160865,0.9219071207,0.0376910342,0.1157839135,0.0780928793,0.2315678271,45,64,
58,155,0.391,0.3062735305,0.3665396375,0.060266107,0.6937264695,0.6334603625,0.733079275,46,71,
95,142,0.803,0.0000555916,0.0001174986,0.000061907,0.9999444084,0.9998825014,0.0002349973,83,106,
37,47,0.813,0.2536830451,0.3813074991,0.127624454,0.7463169549,0.6186925009,0.7626149982,30,42,
93,193,0.51,0.1965799728,0.2388628475,0.0422828747,0.8034200272,0.7611371525,0.4777256949,79,107,
29,56,0.474,0.7000652927,0.7856771911,0.0856118984,0.2999347073,0.2143228089,0.5998694147,21,37,
46,124,0.561,7.0816516E-6,0.0000159493,8.8676737E-6,0.9999929183,0.9999840507,0.0000318987,35,57,
12,78,0.152,0.4699267752,0.5941059573,0.1241791821,0.5300732248,0.4058940427,1,6,20,
20,55,0.624,0.000026186,0.0000809619,0.0000547759,0.999973814,0.9999190381,0.0001619238,13,28,
30,58,0.287,0.9998118779,0.9999338708,0.0001219929,0.0001881221,0.0000661292,0.0003762442,22,38,
48,133,0.437,0.0308186739,0.0454404751,0.0146218012,0.9691813261,0.9545595249,0.0908809501,37,60,
89,116,0.831,0.0292064522,0.04797168,0.0187652278,0.9707935478,0.95202832,0.0959433599,79,98,
67,152,0.545,0.0039590606,0.0063331465,0.0023740859,0.9960409394,0.9936668535,0.012666293,55,80,
18,109,0.238,0.0249018561,0.043035888,0.0181340319,0.9750981439,0.956964112,0.086071776,11,27,
31,84,0.349,0.6108308422,0.6943562436,0.0835254014,0.3891691578,0.3056437564,0.7783383157,22,40,
82,99,0.904,0.0059977468,0.0130176449,0.0070198981,0.9940022532,0.9869823551,0.0260352898,73,89,
50,69,0.665,0.8211817431,0.8817257418,0.0605439987,0.1788182569,0.1182742582,0.3576365138,42,57,
2,5,0.218,0.70005612,0.9273214806,0.2272653606,0.29994388,0.0726785194,0.59988776,0,4,
57,60,0.957,0.2575893687,0.4797493475,0.2221599788,0.7424106313,0.5202506525,0.959498695,52,59,
48,51,0.887,0.8426471185,0.9377413324,0.0950942139,0.1573528815,0.0622586676,0.3147057629,43,50,
57,139,0.214,0.9999998545,0.9999999449,9.0457717E-8,1.4553254E-7,5.5074827E-8,2.9106509E-7,46,69,
40,66,0.684,0.0697090391,0.1107028517,0.0409938126,0.9302909609,0.8892971483,0.2214057034,32,48,
60,117,0.631,0.0034176445,0.0058901064,0.0024724619,0.9965823555,0.9941098936,0.0117802128,49,71,
59,102,0.555,0.6454767546,0.7166835444,0.0712067898,0.3545232454,0.2833164556,0.7090464908,49,69,
100,127,0.835,0.0627354728,0.0952949723,0.0325594995,0.9372645272,0.9047050277,0.1905899445,90,109,
6,27,0.132,0.8634151219,0.9435209656,0.0801058437,0.1365848781,0.0564790344,0.2731697561,2,11,
80,140,0.716,0.0000905863,0.0001789654,0.0000883791,0.9999094137,0.9998210346,0.0003579308,68,92,
37,70,0.615,0.0550849395,0.0874119715,0.032327032,0.9449150605,0.9125880285,0.1748239431,28,45,
36,55,0.799,0.0037927216,0.0088099062,0.0050171847,0.9962072784,0.9911900938,0.0176198125,28,43,
22,75,0.26,0.7058750773,0.7874610829,0.0815860056,0.2941249227,0.2125389171,0.5882498454,15,31,
36,119,0.213,0.9860856703,0.9919354738,0.0058498035,0.0139143297,0.0080645262,0.0278286594,26,47,
6,103,0,1,1,0,0,0,0,2,13,
98,167,0.702,0.0005826486,0.001010626,0.0004279774,0.9994173514,0.998989374,0.0020212519,85,111,
82,113,0.623,0.9858085527,0.9917117923,0.0059032396,0.0141914473,0.0082882077,0.0283828947,72,91,
49,89,0.456,0.9537055674,0.9708916392,0.0171860718,0.0462944326,0.0291083608,0.0925888652,39,58,
59,87,0.623,0.8289759081,0.8802630785,0.0512871704,0.1710240919,0.1197369215,0.3420481838,50,67,
33,63,0.61,0.0639902188,0.1022474845,0.0382572657,0.9360097812,0.8977525155,0.204494969,25,41,
97,123,0.619,0.9999575257,0.9999822843,0.0000247585,0.0000424743,0.0000177157,0.0000849486,87,105,
56,127,0.374,0.9278548215,0.9494822748,0.0216274533,0.0721451785,0.0505177252,0.144290357,45,68,
62,133,0.671,3.7264985E-7,9.0052993E-7,5.2788008E-7,0.9999996274,0.9999990995,1.8010599E-6,50,74,
85,153,0.552,0.5017246457,0.5662709131,0.0645462674,0.4982753543,0.4337290869,0.9965507086,72,97,
44,142,0.269,0.8422152762,0.8824548063,0.0402395301,0.1577847238,0.1175451937,0.3155694476,33,56,
57,88,0.484,0.9985594446,0.9993073804,0.0007479357,0.0014405554,0.0006926196,0.0028811107,47,66,
87,158,0.388,0.9999747233,0.9999873755,0.0000126522,0.0000252767,0.0000126245,0.0000505534,74,100,
57,113,0.653,0.0004180838,0.000813839,0.0003957552,0.9995819162,0.999186161,0.0016276781,46,68,
2,52,0.174,0.0005760704,0.0034116666,0.0028355962,0.9994239296,0.9965883334,0.0068233331,0,7,
55,154,0.541,1.532459E-6,3.3586542E-6,1.8261951E-6,0.9999984675,0.9999966413,6.7173083E-6,43,67,
69,78,0.97,0.0001152051,0.0005540202,0.0004388151,0.9998847949,0.9994459798,0.0011080405,62,74,
25,117,0.166,0.8940592955,0.930648402,0.0365891065,0.1059407045,0.069351598,0.211881409,17,35,
70,168,0.354,0.9459607073,0.9611902891,0.0152295818,0.0540392927,0.0388097109,0.1080785854,57,83,
37,79,0.559,0.0417474392,0.0660627764,0.0243153372,0.9582525608,0.9339372236,0.1321255528,28,46,
51,111,0.435,0.6653928493,0.7316571623,0.066264313,0.3346071507,0.2683428377,0.6692143014,40,62,
42,106,0.352,0.8035534195,0.8541112067,0.0505577872,0.1964465805,0.1458887933,0.392893161,32,53,
57,157,0.367,0.4293340101,0.4950803321,0.065746322,0.5706659899,0.5049196679,0.9901606643,45,70,
69,110,0.63,0.4339840947,0.5123180983,0.0783340036,0.5660159053,0.4876819017,1,58,79,
57,124,0.459,0.4711182808,0.5428503067,0.0717320259,0.5288817192,0.4571496933,1,46,68,
42,108,0.412,0.2804102669,0.3500941994,0.0696839325,0.7195897331,0.6499058006,0.7001883988,32,53,
88,94,0.771,0.9999827597,0.9999962661,0.0000135064,0.0000172403,3.7339046E-6,0.0000344805,81,92,
83,85,1,0,0,0,1,1,0,78,85,
61,152,0.36,0.8357492918,0.8735989759,0.0378496841,0.1642507082,0.1264010241,0.3285014164,49,74,
49,93,0.459,0.8866348808,0.9216330235,0.0349981428,0.1133651192,0.0783669765,0.2267302385,39,59,
53,143,0.231,0.9998802032,0.9999415651,0.0000613619,0.0001197968,0.0000584349,0.0002395935,42,65,
87,161,0.588,0.0959312725,0.125794202,0.0298629295,0.9040687275,0.874205798,0.2515884041,74,100,
42,124,0.386,0.1195933613,0.1612452084,0.0416518471,0.8804066387,0.8387547916,0.3224904169,32,53,
62,160,0.495,0.0024713467,0.0040175578,0.0015462111,0.9975286533,0.9959824422,0.0080351156,50,75,
57,103,0.444,0.9833510717,0.9899842068,0.0066331352,0.0166489283,0.0100157932,0.0332978567,47,67,
26,39,0.551,0.9026697573,0.9482555737,0.0455858164,0.0973302427,0.0517444263,0.1946604853,19,32,
87,140,0.514,0.993249384,0.9958789178,0.0026295337,0.006750616,0.0041210822,0.013501232,75,98,
82,171,0.28,0.999999975,0.9999999897,1.4743785E-8,2.5014035E-8,1.027025E-8,5.0028069E-8,69,95,
68,93,0.664,0.8980073095,0.9330063152,0.0349990057,0.1019926905,0.0669936848,0.203985381,59,76,
5,88,0.098,0.059615089,0.1274245569,0.0678094679,0.940384911,0.8725754431,0.2548491137,2,11,
16,101,0,1,1,0,0,0,0,9,25,
42,120,0.379,0.2280378103,0.289371151,0.0613333407,0.7719621897,0.710628849,0.578742302,32,53,
53,140,0.446,0.0447752959,0.0635884741,0.0188131782,0.9552247041,0.9364115259,0.1271769481,42,65,
